Sort Code,person_age,person_income,person_home_ownership,person_emp_length,home_ownership,mortgage_debt,rent,li_debt_consolidation,li_education,li_home_improvement,li_medical,li_personal,li_venture,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
6414,21,39000,RENT,4,0,0,1,0,1,0,0,0,0,B,6000,10.38,0,0.15,0,3
6415,22,33000,RENT,2,0,0,1,0,1,0,0,0,0,D,6000,,1,0.18,0,4
6416,22,39000,RENT,1,0,0,1,0,1,0,0,0,0,A,6000,8,0,0.15,0,3
6421,23,39996,RENT,0,0,0,1,0,1,0,0,0,0,C,6000,11.66,0,0.15,0,3
6429,24,40000,RENT,3,0,0,1,0,1,0,0,0,0,A,6000,6.62,0,0.15,0,3
6432,25,40000,RENT,0,0,0,1,0,1,0,0,0,0,A,6000,7.66,0,0.15,0,3
6433,26,40000,RENT,4,0,0,1,0,1,0,0,0,0,B,6000,,0,0.15,0,2
6437,23,40000,RENT,3,0,0,1,0,1,0,0,0,0,A,6000,5.79,0,0.15,0,4
6449,21,40000,RENT,1,0,0,1,0,1,0,0,0,0,B,6000,10.08,0,0.15,0,3
6452,24,41000,RENT,3,0,0,1,0,1,0,0,0,0,A,6000,8.9,0,0.15,0,3
6457,24,41004,RENT,8,0,0,1,0,1,0,0,0,0,A,6000,7.68,0,0.15,0,4
6466,26,42000,RENT,3,0,0,1,0,1,0,0,0,0,A,6000,7.29,0,0.14,0,2
6477,22,42000,RENT,7,0,0,1,0,1,0,0,0,0,A,6000,,0,0.14,0,3
6488,25,44000,RENT,1,0,0,1,0,1,0,0,0,0,B,6000,12.69,0,0.14,0,4
6495,26,45000,RENT,1,0,0,1,0,1,0,0,0,0,B,6000,9.91,0,0.13,0,2
6502,23,39000,RENT,1,0,0,1,0,1,0,0,0,0,D,6000,15.99,1,0.15,0,3
6508,24,45000,RENT,5,0,0,1,0,1,0,0,0,0,B,6000,,0,0.13,0,3
6512,26,45000,RENT,3,0,0,1,0,1,0,0,0,0,A,6000,5.79,0,0.13,0,2
6534,21,46200,RENT,5,0,0,1,0,1,0,0,0,0,A,6000,,0,0.13,0,4
6536,23,46443,RENT,7,0,0,1,0,1,0,0,0,0,A,6000,7.9,0,0.13,0,4
6539,25,46500,RENT,1,0,0,1,0,1,0,0,0,0,B,6000,8.88,0,0.13,0,2
6549,23,41500,RENT,3,0,0,1,0,1,0,0,0,0,E,6000,16.7,1,0.14,0,2
6554,24,48000,RENT,0,0,0,1,0,1,0,0,0,0,A,6000,,0,0.13,0,3
6570,26,48000,RENT,0,0,0,1,0,1,0,0,0,0,A,6000,8.59,0,0.13,0,4
6574,23,48000,RENT,3,0,0,1,0,1,0,0,0,0,B,6000,11.89,0,0.13,0,3
6587,21,49200,RENT,4,0,0,1,0,1,0,0,0,0,C,6000,13.72,0,0.12,0,3
6643,24,53000,RENT,0,0,0,1,0,1,0,0,0,0,B,6000,11.49,0,0.11,0,2
6645,22,53819,RENT,2,0,0,1,0,1,0,0,0,0,A,6000,7.42,0,0.11,0,3
6650,24,54000,RENT,2,0,0,1,0,1,0,0,0,0,A,6000,7.14,0,0.11,0,3
6666,22,55000,RENT,2,0,0,1,0,1,0,0,0,0,A,6000,8.9,0,0.11,0,3
6669,22,55000,RENT,6,0,0,1,0,1,0,0,0,0,A,6000,6.62,0,0.11,0,2
6671,23,55000,RENT,7,0,0,1,0,1,0,0,0,0,B,6000,10.99,0,0.11,0,2
6675,22,55000,RENT,7,0,0,1,0,1,0,0,0,0,B,6000,9.25,0,0.11,0,3
6680,21,55000,RENT,3,0,0,1,0,1,0,0,0,0,B,6000,10.99,0,0.11,0,3
6686,23,56000,RENT,6,0,0,1,0,1,0,0,0,0,A,6000,7.49,0,0.11,0,4
6703,22,52800,RENT,6,0,0,1,0,1,0,0,0,0,C,6000,11.97,1,0.11,0,2
6709,23,59785,RENT,2,0,0,1,0,1,0,0,0,0,A,6000,8.94,0,0.1,0,3
6713,22,60000,RENT,5,0,0,1,0,1,0,0,0,0,B,6000,11.49,0,0.1,0,4
6735,25,61000,RENT,9,0,0,1,0,1,0,0,0,0,A,6000,,0,0.1,0,4
6737,22,61104,RENT,6,0,0,1,0,1,0,0,0,0,B,6000,,0,0.1,0,4
6740,21,62000,RENT,2,0,0,1,0,1,0,0,0,0,B,6000,10.25,0,0.1,0,4
6745,22,26124,RENT,2,0,0,1,0,1,0,0,0,0,A,7125,5.79,0,0.27,0,2
6758,22,30500,RENT,0,0,0,1,0,1,0,0,0,0,A,7025,6.54,1,0.23,0,4
6762,22,15090,RENT,0,0,0,1,0,1,0,0,0,0,A,7000,8.94,1,0.46,0,4
6763,21,15600,RENT,,0,0,1,0,1,0,0,0,0,A,7000,7.51,1,0.45,0,2
6770,23,18500,RENT,,0,0,1,0,1,0,0,0,0,A,7000,7.66,1,0.38,0,4
6800,21,25000,RENT,1,0,0,1,0,1,0,0,0,0,B,7000,12.69,0,0.28,0,2
6807,23,65000,RENT,7,0,0,1,0,1,0,0,0,0,C,6000,15.23,0,0.09,0,3
6808,23,65000,RENT,2,0,0,1,0,1,0,0,0,0,B,6000,11.99,0,0.09,0,2
6817,23,65000,RENT,0,0,0,1,0,1,0,0,0,0,A,6000,9.63,0,0.09,0,3
6821,22,65100,RENT,3,0,0,1,0,1,0,0,0,0,E,6000,16.2,0,0.09,0,4
6822,22,66000,RENT,4,0,0,1,0,1,0,0,0,0,B,6000,9.99,0,0.09,0,4
6843,23,70000,RENT,4,0,0,1,0,1,0,0,0,0,A,6000,7.49,0,0.09,0,2
6847,25,70000,RENT,9,0,0,1,0,1,0,0,0,0,B,6000,9.25,0,0.09,0,4
6851,23,70000,RENT,4,0,0,1,0,1,0,0,0,0,B,6000,11.49,0,0.09,0,4
6852,22,70000,RENT,0,0,0,1,0,1,0,0,0,0,B,6000,11.89,0,0.09,0,2
6865,21,72000,RENT,3,0,0,1,0,1,0,0,0,0,A,6000,5.42,0,0.08,0,4
6866,24,72000,RENT,3,0,0,1,0,1,0,0,0,0,A,6000,7.66,0,0.08,0,3
6880,23,74000,RENT,7,0,0,1,0,1,0,0,0,0,A,6000,5.79,0,0.08,0,3
6901,22,80000,RENT,1,0,0,1,0,1,0,0,0,0,A,6000,,0,0.07,0,2
6917,23,83954,RENT,7,0,0,1,0,1,0,0,0,0,A,6000,,0,0.07,0,2
6928,21,86000,RENT,5,0,0,1,0,1,0,0,0,0,B,6000,10,0,0.07,0,4
6938,22,75000,RENT,6,0,0,1,0,1,0,0,0,0,B,6000,,1,0.08,0,2
6964,22,100000,RENT,6,0,0,1,0,1,0,0,0,0,B,6000,11.99,0,0.06,0,4
6971,22,105500,RENT,6,0,0,1,0,1,0,0,0,0,B,6000,11.99,0,0.06,0,4
6980,26,125000,RENT,3,0,0,1,0,1,0,0,0,0,B,6000,12.53,0,0.05,0,2
6985,23,42000,RENT,7,0,0,1,0,1,0,0,0,0,B,6025,9.63,0,0.14,0,4
6999,26,20000,RENT,9,0,0,1,0,1,0,0,0,0,A,6200,5.99,1,0.31,0,4
7007,22,40000,RENT,2,0,0,1,0,1,0,0,0,0,B,6200,12.69,0,0.15,0,3
7009,22,45000,RENT,7,0,0,1,0,1,0,0,0,0,C,6200,13.79,0,0.14,0,3
7012,22,46200,RENT,5,0,0,1,0,1,0,0,0,0,B,6200,12.42,0,0.13,0,3
7026,26,69000,RENT,7,0,0,1,0,1,0,0,0,0,A,6200,7.88,0,0.09,0,3
7044,21,21000,RENT,2,0,0,1,0,1,0,0,0,0,C,6250,13.85,0,0.3,0,3
7050,23,24000,RENT,0,0,0,1,0,1,0,0,0,0,B,6250,12.53,0,0.26,0,3
7085,24,60000,RENT,5,0,0,1,0,1,0,0,0,0,A,7000,6.54,0,0.12,0,4
7089,22,60000,RENT,3,0,0,1,0,1,0,0,0,0,A,7000,6.91,0,0.12,0,2
7094,24,60000,RENT,0,0,0,1,0,1,0,0,0,0,A,7000,9.32,0,0.12,0,3
7112,22,64000,RENT,6,0,0,1,0,1,0,0,0,0,A,7000,5.79,0,0.11,0,3
7119,22,65000,RENT,7,0,0,1,0,1,0,0,0,0,D,7000,15.99,0,0.11,0,3
7124,26,65000,RENT,3,0,0,1,0,1,0,0,0,0,A,7000,,0,0.11,0,2
7125,23,65000,RENT,7,0,0,1,0,1,0,0,0,0,B,7000,10.75,0,0.11,0,4
7136,23,66000,RENT,2,0,0,1,0,1,0,0,0,0,A,7000,7.66,0,0.11,0,3
7138,22,66000,RENT,0,0,0,1,0,1,0,0,0,0,B,7000,9.99,0,0.11,0,4
7141,24,60000,RENT,8,0,0,1,0,1,0,0,0,0,A,7000,7.51,1,0.12,0,4
7146,25,67000,RENT,3,0,0,1,0,1,0,0,0,0,A,7000,8.94,0,0.1,0,4
7149,23,67752,RENT,3,0,0,1,0,1,0,0,0,0,A,7000,6.62,0,0.1,0,4
7172,22,75000,RENT,5,0,0,1,0,1,0,0,0,0,B,7000,10.99,0,0.09,0,2
7175,22,76000,RENT,6,0,0,1,0,1,0,0,0,0,B,7000,11.12,0,0.09,0,2
7187,24,82000,RENT,8,0,0,1,0,1,0,0,0,0,B,7000,10,0,0.09,0,4
7197,23,83236,RENT,6,0,0,1,0,1,0,0,0,0,A,7000,6.92,0,0.08,0,2
7204,26,85000,RENT,10,0,0,1,0,1,0,0,0,0,B,7000,12.42,0,0.08,0,4
7236,23,111000,RENT,7,0,0,1,0,1,0,0,0,0,A,7000,8,0,0.06,0,3
7248,22,28000,RENT,0,0,0,1,0,1,0,0,0,0,C,6975,12.29,0,0.25,0,4
7251,23,30000,RENT,0,0,0,1,0,1,0,0,0,0,C,6300,14.35,0,0.21,0,4
7255,21,42504,RENT,0,0,0,1,0,1,0,0,0,0,A,6300,6.99,0,0.15,0,3
7262,25,54503,RENT,9,0,0,1,0,1,0,0,0,0,A,6300,7.51,0,0.12,0,2
7270,25,44000,RENT,4,0,0,1,0,1,0,0,0,0,A,6375,,0,0.14,0,2
7276,21,21000,RENT,6,0,0,1,0,1,0,0,0,0,B,6500,11.89,1,0.31,0,4
7284,24,24000,RENT,0,0,0,1,0,1,0,0,0,0,B,6500,11.36,0,0.27,0,2
7302,22,31000,RENT,2,0,0,1,0,1,0,0,0,0,A,6500,8.32,0,0.21,0,3
7304,23,32000,RENT,0,0,0,1,0,1,0,0,0,0,A,6500,7.88,0,0.2,0,4
7307,23,33000,RENT,0,0,0,1,0,1,0,0,0,0,A,6500,7.51,0,0.2,0,2
7331,22,42000,RENT,2,0,0,1,0,1,0,0,0,0,A,6500,5.99,0,0.15,0,2
7335,21,43000,RENT,5,0,0,1,0,1,0,0,0,0,C,6500,12.73,0,0.15,0,3
7347,22,53000,RENT,2,0,0,1,0,1,0,0,0,0,B,6500,10.65,0,0.12,0,4
7349,22,59000,RENT,2,0,0,1,0,1,0,0,0,0,B,6500,10.95,0,0.11,0,3
7371,25,84000,RENT,4,0,0,1,0,1,0,0,0,0,B,6500,11.89,0,0.08,0,4
7377,24,91700,RENT,1,0,0,1,0,1,0,0,0,0,B,6500,9.88,0,0.07,0,3
7387,24,86000,RENT,8,0,0,1,0,1,0,0,0,0,A,6575,6.99,0,0.08,0,3
7390,23,21888,RENT,8,0,0,1,0,1,0,0,0,0,B,6600,11.11,0,0.3,0,2
7391,26,29000,RENT,11,0,0,1,0,1,0,0,0,0,A,6600,,0,0.23,0,3
7394,23,34800,RENT,6,0,0,1,0,1,0,0,0,0,A,6600,7.49,0,0.19,0,3
7404,23,48000,RENT,3,0,0,1,0,1,0,0,0,0,B,6600,11.11,0,0.14,0,2
7429,23,16800,RENT,7,0,0,1,0,1,0,0,0,0,A,6625,6.03,1,0.39,0,3
7432,26,28000,RENT,8,0,0,1,0,1,0,0,0,0,D,6625,12.92,0,0.24,0,2
7442,22,12000,RENT,0,0,0,1,0,1,0,0,0,0,A,6700,7.66,1,0.56,0,4
7459,26,41000,RENT,4,0,0,1,0,1,0,0,0,0,A,6750,5.99,0,0.16,0,3
7464,23,27600,RENT,6,0,0,1,0,1,0,0,0,0,A,6800,8.9,0,0.25,0,3
7468,25,28800,RENT,8,0,0,1,0,1,0,0,0,0,B,6800,9.63,0,0.24,0,3
7485,26,53000,RENT,4,0,0,1,0,1,0,0,0,0,B,6800,9.91,0,0.13,0,4
7497,22,55000,RENT,2,0,0,1,0,1,0,0,0,0,B,6800,11.99,0,0.12,0,2
7508,22,77182,RENT,6,0,0,1,0,1,0,0,0,0,C,6800,13.22,0,0.09,0,3
7522,21,24000,RENT,0,0,0,1,0,1,0,0,0,0,B,6400,10.95,0,0.27,0,3
7523,23,25000,RENT,0,0,0,1,0,1,0,0,0,0,C,6400,12.84,0,0.26,0,3
7528,23,30000,RENT,2,0,0,1,0,1,0,0,0,0,A,6400,6.99,0,0.21,0,4
7552,23,32000,RENT,4,0,0,1,0,1,0,0,0,0,A,6400,8.9,0,0.2,0,4
7559,23,35000,RENT,2,0,0,1,0,1,0,0,0,0,C,6400,,0,0.18,0,4
7577,22,46300,RENT,1,0,0,1,0,1,0,0,0,0,A,6400,,0,0.14,0,4
7588,23,50000,RENT,6,0,0,1,0,1,0,0,0,0,E,6400,20.2,0,0.13,0,2
7593,25,55000,RENT,0,0,0,1,0,1,0,0,0,0,B,6400,10.71,0,0.12,0,3
7603,22,62758,RENT,2,0,0,1,0,1,0,0,0,0,A,6400,8.49,0,0.1,0,3
7614,22,72000,RENT,5,0,0,1,0,1,0,0,0,0,A,6400,6.91,0,0.09,0,2
7621,24,76800,RENT,0,0,0,1,0,1,0,0,0,0,A,6400,7.51,0,0.08,0,3
7640,26,87360,RENT,1,0,0,1,0,1,0,0,0,0,C,6800,12.99,0,0.08,0,3
7651,22,60000,RENT,1,0,0,1,0,1,0,0,0,0,A,6850,7.14,0,0.11,0,2
7663,21,25000,RENT,6,0,0,1,0,1,0,0,0,0,B,6925,11.71,0,0.28,0,3
7684,21,27600,RENT,5,0,0,1,0,1,0,0,0,0,A,7000,5.99,0,0.25,0,2
7692,23,28000,RENT,4,0,0,1,0,1,0,0,0,0,B,7000,10.62,0,0.25,0,2
7719,25,31000,RENT,9,0,0,1,0,1,0,0,0,0,A,7000,7.51,0,0.23,0,4
7720,26,31000,RENT,6,0,0,1,0,1,0,0,0,0,A,7000,,0,0.23,0,2
7721,25,31200,RENT,2,0,0,1,0,1,0,0,0,0,A,7000,7.88,0,0.22,0,2
7722,22,31221,RENT,4,0,0,1,0,1,0,0,0,0,B,7000,11.83,0,0.22,0,4
7736,23,33000,RENT,0,0,0,1,0,1,0,0,0,0,A,7000,6.62,0,0.21,0,2
7760,23,35000,RENT,0,0,0,1,0,1,0,0,0,0,B,7000,10.99,0,0.2,0,3
7769,22,29654,RENT,3,0,0,1,0,1,0,0,0,0,C,7000,14.22,1,0.24,0,3
7771,23,36000,RENT,1,0,0,1,0,1,0,0,0,0,A,7000,7.9,0,0.19,0,4
7773,23,36000,RENT,3,0,0,1,0,1,0,0,0,0,B,7000,9.99,0,0.19,0,3
7795,26,38000,RENT,5,0,0,1,0,1,0,0,0,0,A,7000,7.51,0,0.18,0,3
7806,22,40000,RENT,2,0,0,1,0,1,0,0,0,0,B,7000,11.99,0,0.17,0,4
7808,21,40000,RENT,3,0,0,1,0,1,0,0,0,0,D,7000,14.46,0,0.17,0,3
7810,22,40000,RENT,1,0,0,1,0,1,0,0,0,0,B,7000,11.14,0,0.17,0,4
7813,24,34000,RENT,0,0,0,1,0,1,0,0,0,0,E,7000,17.04,1,0.21,0,2
7823,21,41000,RENT,5,0,0,1,0,1,0,0,0,0,A,7000,5.79,0,0.17,0,3
7835,22,42000,RENT,2,0,0,1,0,1,0,0,0,0,C,7000,14.27,0,0.17,0,2
7848,23,42000,RENT,2,0,0,1,0,1,0,0,0,0,A,7000,7.88,0,0.17,0,3
7850,22,42000,RENT,4,0,0,1,0,1,0,0,0,0,A,7000,8.63,0,0.17,0,4
7856,23,43000,RENT,7,0,0,1,0,1,0,0,0,0,E,7000,,0,0.16,0,4
7871,23,44500,RENT,2,0,0,1,0,1,0,0,0,0,A,7000,8,0,0.16,0,2
7884,21,45000,RENT,2,0,0,1,0,1,0,0,0,0,A,7000,7.51,0,0.16,0,4
7886,25,45000,RENT,9,0,0,1,0,1,0,0,0,0,B,7000,10.99,0,0.16,0,2
7893,25,46000,RENT,5,0,0,1,0,1,0,0,0,0,B,7000,10.25,0,0.15,0,3
7894,23,46000,RENT,1,0,0,1,0,1,0,0,0,0,A,7000,7.4,0,0.15,0,4
7912,23,48000,RENT,6,0,0,1,0,1,0,0,0,0,A,7000,8.94,0,0.15,0,3
7930,23,50000,RENT,3,0,0,1,0,1,0,0,0,0,A,7000,7.51,0,0.14,0,4
7934,23,50000,RENT,2,0,0,1,0,1,0,0,0,0,A,7000,9.32,0,0.14,0,3
7943,23,52000,RENT,3,0,0,1,0,1,0,0,0,0,B,7000,10.65,0,0.13,0,2
7948,21,52000,RENT,5,0,0,1,0,1,0,0,0,0,A,7000,7.49,0,0.13,0,4
7949,26,52000,RENT,11,0,0,1,0,1,0,0,0,0,A,7000,7.88,0,0.13,0,3
7964,24,49000,RENT,8,0,0,1,0,1,0,0,0,0,A,7000,7.49,1,0.14,0,3
7969,23,85000,RENT,0,0,0,1,0,1,0,0,0,0,B,7000,10.74,0,0.08,0,3
7971,25,89000,RENT,4,0,0,1,0,1,0,0,0,0,B,7000,10.99,0,0.08,0,3
7973,23,89000,RENT,7,0,0,1,0,1,0,0,0,0,C,7000,,0,0.08,0,3
7991,23,25000,RENT,0,0,0,1,0,1,0,0,0,0,C,7200,12.68,0,0.29,0,4
7994,23,25200,RENT,7,0,0,1,0,1,0,0,0,0,B,7200,11.86,1,0.29,0,4
8006,21,32000,RENT,5,0,0,1,0,1,0,0,0,0,A,7200,5.42,0,0.23,0,4
8027,24,37200,RENT,8,0,0,1,0,1,0,0,0,0,A,7200,7.9,0,0.19,0,2
8028,24,37245,RENT,9,0,0,1,0,1,0,0,0,0,A,7200,8.9,0,0.19,0,4
8037,25,40000,RENT,1,0,0,1,0,1,0,0,0,0,B,7200,9.88,0,0.18,0,4
8039,24,41000,RENT,3,0,0,1,0,1,0,0,0,0,B,7200,12.53,0,0.18,0,2
8041,21,42000,RENT,6,0,0,1,0,1,0,0,0,0,A,7200,5.42,0,0.17,0,4
8052,22,48000,RENT,5,0,0,1,0,1,0,0,0,0,B,7200,12.42,0,0.15,0,4
8073,25,52000,RENT,3,0,0,1,0,1,0,0,0,0,B,7200,12.69,0,0.14,0,3
8075,24,54600,RENT,2,0,0,1,0,1,0,0,0,0,C,7200,12.53,0,0.13,0,2
8079,24,54996,RENT,8,0,0,1,0,1,0,0,0,0,B,7200,,0,0.13,0,3
8085,22,59000,RENT,2,0,0,1,0,1,0,0,0,0,A,7200,8,0,0.12,0,3
8093,23,60000,RENT,5,0,0,1,0,1,0,0,0,0,C,7200,13.22,0,0.12,0,4
8098,21,61490,RENT,5,0,0,1,0,1,0,0,0,0,B,7200,10.99,0,0.12,0,3
8101,25,63000,RENT,9,0,0,1,0,1,0,0,0,0,A,7200,7.88,0,0.11,0,3
8104,25,67500,RENT,2,0,0,1,0,1,0,0,0,0,A,7200,7.88,0,0.11,0,4
8106,23,62000,RENT,3,0,0,1,0,1,0,0,0,0,A,7200,7.9,1,0.12,0,3
8107,23,68400,RENT,7,0,0,1,0,1,0,0,0,0,C,7200,14.72,0,0.11,0,2
8109,25,71604,RENT,0,0,0,1,0,1,0,0,0,0,B,7200,10.95,0,0.1,0,4
8115,26,76668,RENT,10,0,0,1,0,1,0,0,0,0,A,7200,9.63,0,0.09,0,3
8163,21,50000,RENT,4,0,0,1,0,1,0,0,0,0,B,7300,11.71,0,0.15,0,3
8166,25,53600,RENT,1,0,0,1,0,1,0,0,0,0,A,7300,8,0,0.14,0,4
8167,23,96000,RENT,7,0,0,1,0,1,0,0,0,0,A,7300,8.49,0,0.08,0,4
8175,23,42000,RENT,4,0,0,1,0,1,0,0,0,0,B,7400,,0,0.18,0,3
8176,25,42000,RENT,0,0,0,1,0,1,0,0,0,0,E,7400,16.32,1,0.18,0,4
8179,25,57996,RENT,5,0,0,1,0,1,0,0,0,0,B,7400,10.36,0,0.13,0,2
8184,22,34359,RENT,6,0,0,1,0,1,0,0,0,0,A,7475,9.63,0,0.22,0,2
8185,21,12720,RENT,1,0,0,1,0,1,0,0,0,0,A,7500,7.05,1,0.59,0,4
8197,24,23196,RENT,1,0,0,1,0,1,0,0,0,0,D,7500,13.24,1,0.32,0,2
8207,21,27600,RENT,4,0,0,1,0,1,0,0,0,0,A,7500,6.76,0,0.27,0,4
8211,24,30000,RENT,8,0,0,1,0,1,0,0,0,0,A,7500,5.79,0,0.25,0,2
8214,21,30000,RENT,5,0,0,1,0,1,0,0,0,0,B,7500,11.83,0,0.25,0,4
8220,22,31875,RENT,3,0,0,1,0,1,0,0,0,0,C,7500,13.11,0,0.24,0,2
8222,22,33000,RENT,2,0,0,1,0,1,0,0,0,0,B,7500,,0,0.23,0,4
8242,22,36750,RENT,6,0,0,1,0,1,0,0,0,0,D,7500,14.84,0,0.2,0,3
8279,22,42500,RENT,0,0,0,1,0,1,0,0,0,0,A,7500,7.9,0,0.18,0,2
8297,22,45600,RENT,6,0,0,1,0,1,0,0,0,0,C,7500,,0,0.16,0,4
8310,25,48659,RENT,4,0,0,1,0,1,0,0,0,0,B,7500,,0,0.15,0,4
8335,22,51000,RENT,6,0,0,1,0,1,0,0,0,0,C,7500,,0,0.15,0,4
8337,25,53000,RENT,0,0,0,1,0,1,0,0,0,0,B,7500,10.39,0,0.14,0,4
8338,24,55000,RENT,0,0,0,1,0,1,0,0,0,0,A,7500,6.03,0,0.14,0,3
8343,21,55000,RENT,1,0,0,1,0,1,0,0,0,0,A,7500,7.88,0,0.14,0,2
8351,23,57000,RENT,8,0,0,1,0,1,0,0,0,0,C,7500,11.97,0,0.13,0,4
8358,23,59000,RENT,7,0,0,1,0,1,0,0,0,0,A,7500,6.54,0,0.13,0,2
8377,21,61000,RENT,3,0,0,1,0,1,0,0,0,0,B,7500,10.39,0,0.12,0,2
8382,26,66000,RENT,2,0,0,1,0,1,0,0,0,0,A,7500,6.62,0,0.11,0,2
8390,23,68000,RENT,1,0,0,1,0,1,0,0,0,0,B,7500,11.49,0,0.11,0,3
8407,21,72000,RENT,1,0,0,1,0,1,0,0,0,0,C,7500,13.22,0,0.1,0,3
8409,22,72000,RENT,3,0,0,1,0,1,0,0,0,0,C,7500,11.41,0,0.1,0,3
8411,23,75000,RENT,4,0,0,1,0,1,0,0,0,0,B,7500,11.83,0,0.1,0,2
8428,23,90000,RENT,7,0,0,1,0,1,0,0,0,0,C,7500,11.03,0,0.08,0,4
8438,23,116700,RENT,2,0,0,1,0,1,0,0,0,0,C,7500,,0,0.06,0,4
8445,26,230000,RENT,0,0,0,1,0,1,0,0,0,0,A,7500,8,0,0.03,0,2
8447,26,50000,RENT,3,0,0,1,0,1,0,0,0,0,B,7525,11.49,0,0.15,0,2
8461,22,49000,RENT,0,0,0,1,0,1,0,0,0,0,D,7600,15.62,1,0.16,0,4
8474,22,23400,RENT,,0,0,1,0,1,0,0,0,0,A,7700,5.99,1,0.33,0,2
8527,23,43955,RENT,7,0,0,1,0,1,0,0,0,0,D,7800,15.62,0,0.18,0,3
8566,24,20000,RENT,5,0,0,1,0,1,0,0,0,0,B,8000,10.99,1,0.4,0,4
8587,24,22100,RENT,4,0,0,1,0,1,0,0,0,0,C,8000,13.23,1,0.36,0,2
8595,22,24000,RENT,0,0,0,1,0,1,0,0,0,0,A,8000,,1,0.33,0,2
8607,22,25000,RENT,6,0,0,1,0,1,0,0,0,0,B,8000,11.36,1,0.32,0,2
8613,22,26000,RENT,0,0,0,1,0,1,0,0,0,0,B,8000,11.99,1,0.31,0,4
8617,21,27024,RENT,4,0,0,1,0,1,0,0,0,0,A,8000,8.49,0,0.3,0,3
8627,21,28000,RENT,3,0,0,1,0,1,0,0,0,0,B,8000,10.99,1,0.29,0,2
8636,22,28800,RENT,6,0,0,1,0,1,0,0,0,0,B,8000,11.49,0,0.28,0,2
8647,23,30000,RENT,2,0,0,1,0,1,0,0,0,0,B,8000,12.42,0,0.27,0,2
8648,26,30000,RENT,0,0,0,1,0,1,0,0,0,0,B,8000,9.91,1,0.27,0,2
8675,21,30000,RENT,5,0,0,1,0,1,0,0,0,0,B,8000,,0,0.27,0,2
8690,22,32400,RENT,6,0,0,1,0,1,0,0,0,0,A,8000,7.9,0,0.25,0,2
8706,24,35000,RENT,8,0,0,1,0,1,0,0,0,0,A,8000,6.03,0,0.23,0,2
8711,22,35000,RENT,5,0,0,1,0,1,0,0,0,0,A,8000,7.29,0,0.23,0,2
8716,23,29000,RENT,7,0,0,1,0,1,0,0,0,0,C,8000,12.73,1,0.28,0,3
8722,22,35000,RENT,1,0,0,1,0,1,0,0,0,0,B,8000,9.2,0,0.23,0,3
8730,23,36000,RENT,0,0,0,1,0,1,0,0,0,0,A,8000,7.51,0,0.22,0,2
8738,22,36000,RENT,4,0,0,1,0,1,0,0,0,0,D,8000,15.33,0,0.22,0,2
8748,22,30996,RENT,6,0,0,1,0,1,0,0,0,0,A,8000,7.14,1,0.26,0,4
8750,22,37000,RENT,0,0,0,1,0,1,0,0,0,0,A,8000,8.94,0,0.22,0,2
8756,23,37440,RENT,8,0,0,1,0,1,0,0,0,0,E,8000,14.18,0,0.21,0,2
8782,22,38400,RENT,6,0,0,1,0,1,0,0,0,0,A,8000,7.88,0,0.21,0,4
8800,22,40000,RENT,2,0,0,1,0,1,0,0,0,0,C,8000,12.99,0,0.2,0,2
8803,23,40000,RENT,3,0,0,1,0,1,0,0,0,0,B,8000,11.49,0,0.2,0,3
8814,22,40000,RENT,2,0,0,1,0,1,0,0,0,0,B,8000,12.18,0,0.2,0,4
8835,24,42000,RENT,2,0,0,1,0,1,0,0,0,0,B,8000,,0,0.19,0,4
8847,25,42000,RENT,3,0,0,1,0,1,0,0,0,0,A,8000,,0,0.19,0,4
8863,22,43200,RENT,2,0,0,1,0,1,0,0,0,0,A,8000,5.99,0,0.19,0,3
8873,26,45000,RENT,5,0,0,1,0,1,0,0,0,0,D,8000,18.25,0,0.18,0,2
8889,25,45000,RENT,1,0,0,1,0,1,0,0,0,0,C,8000,13.47,0,0.18,0,4
8893,22,45996,RENT,2,0,0,1,0,1,0,0,0,0,A,8000,7.51,0,0.17,0,3
8900,24,40000,RENT,5,0,0,1,0,1,0,0,0,0,B,8000,9.88,1,0.2,0,2
8906,22,47000,RENT,0,0,0,1,0,1,0,0,0,0,B,8000,12.18,0,0.17,0,4
8927,25,48000,RENT,4,0,0,1,0,1,0,0,0,0,C,8000,14.35,0,0.17,0,2
8935,25,49244,RENT,3,0,0,1,0,1,0,0,0,0,A,8000,8,0,0.16,0,3
8940,23,50000,RENT,0,0,0,1,0,1,0,0,0,0,C,8000,14.27,0,0.16,0,4
8941,22,50000,RENT,2,0,0,1,0,1,0,0,0,0,A,8000,6.62,0,0.16,0,3
8942,23,50000,RENT,4,0,0,1,0,1,0,0,0,0,A,8000,6.62,0,0.16,0,3
8950,23,50000,RENT,0,0,0,1,0,1,0,0,0,0,A,8000,7.49,0,0.16,0,4
8954,21,44000,RENT,6,0,0,1,0,1,0,0,0,0,D,8000,15.21,1,0.18,0,2
8966,24,50000,RENT,0,0,0,1,0,1,0,0,0,0,A,8000,7.74,0,0.16,0,4
8984,26,52000,RENT,3,0,0,1,0,1,0,0,0,0,B,8000,10.25,0,0.15,0,4
8988,24,52000,RENT,1,0,0,1,0,1,0,0,0,0,C,8000,11.78,0,0.15,0,3
