Sort Code,person_age,person_income,person_emp_length,home_ownership,mortgage_debt,rent,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
4209,22,40000,5,0,1,0,MEDICAL,B,8000,10.74,0,0.2,0,3
4210,23,40000,7,0,1,0,VENTURE,B,14000,,0,0.35,0,3
4212,26,40000,5,0,1,0,MEDICAL,A,16000,,0,0.4,0,3
4213,26,34000,4,0,1,0,PERSONAL,A,12250,6.91,1,0.36,0,4
4218,23,40000,2,0,1,0,MEDICAL,B,7000,8.88,0,0.17,0,3
4224,24,34000,1,0,1,0,DEBTCONSOLIDATION,D,7000,14.09,1,0.21,0,2
4231,22,40000,6,0,1,0,VENTURE,B,4000,10.36,0,0.1,0,4
4236,24,40000,4,0,1,0,MEDICAL,B,3500,8.88,0,0.09,0,2
4237,26,40000,10,0,1,0,HOMEIMPROVEMENT,A,5300,5.42,0,0.13,0,2
4240,21,40000,3,0,1,0,DEBTCONSOLIDATION,A,6000,5.79,0,0.15,0,3
4247,22,40000,6,0,1,0,PERSONAL,A,4800,,0,0.12,0,2
4252,21,40000,3,0,1,0,MEDICAL,A,2500,6.76,0,0.06,0,4
4258,22,34000,4,0,1,0,PERSONAL,D,7750,15.21,1,0.23,0,2
4260,23,40000,1,0,1,0,PERSONAL,A,4000,7.14,0,0.1,0,3
4266,24,40000,5,0,1,0,VENTURE,A,8000,,0,0.2,0,4
4273,22,40000,2,0,1,0,PERSONAL,A,8100,7.14,0,0.2,0,3
4275,23,40000,,0,1,0,EDUCATION,A,4000,6.39,0,0.1,0,3
4282,24,40000,3,0,1,0,VENTURE,B,10500,11.36,0,0.26,0,4
4283,24,40000,8,0,1,0,PERSONAL,B,10000,9.88,0,0.25,0,2
4287,21,34000,5,0,1,0,EDUCATION,B,10000,10.62,1,0.29,0,2
4293,26,40000,5,0,1,0,MEDICAL,B,6000,10.62,0,0.15,0,4
4296,22,40000,6,0,1,0,VENTURE,A,4750,,0,0.12,0,2
4299,25,40000,8,0,1,0,DEBTCONSOLIDATION,A,10000,7.14,0,0.25,0,4
4301,21,40000,5,0,1,0,MEDICAL,A,9000,7.51,0,0.23,0,4
4302,25,40000,2,0,1,0,DEBTCONSOLIDATION,B,4750,,0,0.12,0,3
4305,21,40000,5,0,1,0,EDUCATION,C,8000,,0,0.2,0,3
4308,24,40000,8,0,1,0,DEBTCONSOLIDATION,A,4000,7.14,0,0.1,0,4
4309,23,40000,3,0,1,0,EDUCATION,B,12000,9.88,0,0.3,0,2
4316,24,40000,8,0,1,0,DEBTCONSOLIDATION,B,15000,9.88,0,0.38,0,2
4317,24,40000,2,0,1,0,VENTURE,B,10000,11.83,0,0.25,0,3
4324,26,40000,3,0,1,0,VENTURE,B,1750,11.83,0,0.04,0,4
4334,21,40000,5,0,1,0,EDUCATION,B,9000,11.14,0,0.23,0,3
4341,24,40000,2,0,1,0,DEBTCONSOLIDATION,A,3400,7.4,0,0.09,0,3
4349,24,40000,8,0,1,0,EDUCATION,D,3000,15.65,0,0.07,0,2
4350,23,40000,1,0,1,0,EDUCATION,B,4000,11.48,0,0.1,0,3
4358,24,40000,3,0,1,0,VENTURE,A,5000,8.59,0,0.13,0,3
4359,22,40000,6,0,1,0,DEBTCONSOLIDATION,A,7000,9.32,0,0.17,0,3
4362,23,40000,7,0,1,0,EDUCATION,B,3500,12.21,0,0.09,0,3
4367,26,40000,3,0,1,0,VENTURE,A,3250,8,0,0.08,0,4
4385,25,34000,8,0,1,0,HOMEIMPROVEMENT,B,3000,10.51,1,0.09,0,3
4387,23,40000,1,0,1,0,VENTURE,B,1200,10.83,0,0.03,0,2
4393,26,40000,10,0,1,0,VENTURE,B,5200,10.08,0,0.13,0,3
4396,22,40000,5,0,1,0,MEDICAL,A,5000,7.68,0,0.13,0,4
4402,22,40000,5,0,1,0,DEBTCONSOLIDATION,B,8000,9.76,0,0.2,0,4
4407,22,40000,1,0,1,0,EDUCATION,B,13025,10.14,0,0.33,0,3
4411,23,34000,0,0,1,0,DEBTCONSOLIDATION,D,2525,13.12,1,0.07,0,3
4413,25,34000,2,0,1,0,VENTURE,C,15450,11.22,1,0.45,0,4
4416,22,40058,5,0,1,0,VENTURE,B,6000,9.91,0,0.15,0,2
4421,24,40113,6,0,1,0,HOMEIMPROVEMENT,A,5000,7.14,0,0.12,0,2
4424,21,40200,5,0,1,0,MEDICAL,A,7200,7.88,0,0.18,0,2
4426,26,40224,0,0,1,0,PERSONAL,A,7000,7.4,0,0.17,0,2
4428,26,40272,3,0,1,0,EDUCATION,B,10000,11.86,0,0.25,0,3
4429,23,40308,1,0,1,0,EDUCATION,A,5000,7.68,0,0.12,0,4
4434,22,40499,7,0,1,0,MEDICAL,B,11500,11.83,0,0.28,0,4
4437,25,40500,5,0,1,0,HOMEIMPROVEMENT,B,6500,9.63,0,0.16,0,4
4442,22,40542,6,0,1,0,VENTURE,A,6250,,0,0.15,0,2
4447,26,40610,7,0,1,0,HOMEIMPROVEMENT,A,3500,7.14,0,0.09,0,4
4458,24,40800,0,0,1,0,MEDICAL,B,8000,11.99,0,0.2,0,4
4459,22,40800,6,0,1,0,PERSONAL,A,7975,5.79,0,0.2,0,3
4460,25,40800,9,0,1,0,MEDICAL,B,9700,9.63,0,0.24,0,4
4462,23,40800,4,0,1,0,MEDICAL,B,10400,10,0,0.25,0,2
4464,24,40800,8,0,1,0,EDUCATION,A,1200,,0,0.03,0,3
4470,25,40800,,0,1,0,HOMEIMPROVEMENT,A,8000,5.79,0,0.2,0,2
4474,26,40800,3,0,1,0,PERSONAL,A,7500,7.88,0,0.18,0,2
4478,23,40800,3,0,1,0,MEDICAL,A,10000,7.14,0,0.25,0,2
4479,23,40800,1,0,1,0,EDUCATION,B,16000,,0,0.39,0,4
4481,24,40800,1,0,1,0,EDUCATION,D,6000,12.92,0,0.15,0,3
4483,22,40872,6,0,1,0,EDUCATION,B,13750,10.83,0,0.34,0,4
4485,22,34900,4,0,1,0,DEBTCONSOLIDATION,D,3600,15.7,1,0.1,0,4
4496,23,41000,7,0,1,0,EDUCATION,A,6000,6.03,0,0.15,0,4
4498,22,41000,6,0,1,0,EDUCATION,A,12000,6.03,0,0.29,0,2
4500,21,41000,4,0,1,0,DEBTCONSOLIDATION,A,7000,6.03,0,0.17,0,3
4502,26,41000,5,0,1,0,PERSONAL,A,8000,6.03,0,0.2,0,3
4506,22,41000,0,0,1,0,VENTURE,B,6400,9.99,0,0.16,0,4
4512,24,41000,3,0,1,0,VENTURE,A,2500,7.29,0,0.06,0,2
4514,21,41000,,0,1,0,PERSONAL,A,3000,5.79,0,0.07,0,4
4515,21,41000,2,0,1,0,PERSONAL,A,8200,6.91,0,0.2,0,3
4517,22,41000,0,0,1,0,EDUCATION,B,6000,11.86,0,0.15,0,2
4526,24,41000,3,0,1,0,DEBTCONSOLIDATION,B,9000,9.88,0,0.22,0,2
4528,22,41000,0,0,1,0,DEBTCONSOLIDATION,B,7750,9.88,0,0.19,0,3
4535,22,41000,4,0,1,0,VENTURE,A,6000,8.59,0,0.15,0,4
4538,22,41000,2,0,1,0,EDUCATION,B,3000,12.18,0,0.07,0,4
4542,23,41000,5,0,1,0,DEBTCONSOLIDATION,A,6000,9.32,0,0.15,0,3
4544,23,41000,0,0,1,0,VENTURE,B,4500,10.95,0,0.11,0,4
4548,23,41000,4,0,1,0,MEDICAL,B,7500,10.71,0,0.18,0,2
4549,23,41000,7,0,1,0,DEBTCONSOLIDATION,B,5500,10.71,0,0.13,0,4
4551,21,41004,5,0,1,0,VENTURE,B,24250,10.75,0,0.59,0,2
4555,26,41004,5,0,1,0,VENTURE,B,16000,10.95,0,0.39,0,3
4556,23,41004,8,0,1,0,VENTURE,A,10000,9.32,0,0.24,0,4
4560,21,41033,2,0,1,0,DEBTCONSOLIDATION,C,5700,12.99,0,0.14,0,4
4566,23,41196,7,0,1,0,EDUCATION,B,16000,11.83,0,0.39,0,2
4583,24,41500,8,0,1,0,EDUCATION,A,8500,7.14,0,0.2,0,4
4591,22,41600,0,0,1,0,DEBTCONSOLIDATION,B,6800,10.59,0,0.16,0,3
4592,23,41600,7,0,1,0,EDUCATION,C,7000,13.43,0,0.17,0,3
4594,24,41600,0,0,1,0,HOMEIMPROVEMENT,A,10000,8.94,0,0.24,0,2
4595,22,41600,2,0,1,0,EDUCATION,D,3000,15.05,0,0.07,0,3
4598,25,41664,6,0,1,0,HOMEIMPROVEMENT,A,4000,5.99,0,0.1,0,2
4603,21,35760,5,0,1,0,HOMEIMPROVEMENT,E,2400,,1,0.07,0,3
4605,22,41784,6,0,1,0,DEBTCONSOLIDATION,A,5000,6.03,0,0.12,0,2
4606,22,41800,3,0,1,0,VENTURE,A,3100,6.76,0,0.07,0,4
4607,22,41820,4,0,1,0,PERSONAL,A,2500,6.91,0,0.06,0,3
4611,23,35941,7,0,1,0,HOMEIMPROVEMENT,C,3500,13.35,1,0.1,0,2
4617,24,42000,5,0,1,0,DEBTCONSOLIDATION,A,19200,7.9,0,0.46,0,2
4619,25,42000,,0,1,0,DEBTCONSOLIDATION,B,3000,9.91,0,0.07,0,4
4621,22,42000,1,0,1,0,PERSONAL,C,10500,14.65,0,0.25,0,2
4624,22,36000,6,0,1,0,DEBTCONSOLIDATION,B,4000,12.69,1,0.11,0,4
4626,25,42000,9,0,1,0,HOMEIMPROVEMENT,B,12000,9.91,0,0.29,0,2
4627,23,42000,0,0,1,0,PERSONAL,D,6000,16.77,0,0.14,0,3
4628,25,42000,1,0,1,0,VENTURE,A,13975,8.9,0,0.33,0,4
4633,24,42000,5,0,1,0,EDUCATION,A,4900,6.03,0,0.12,0,4
4635,22,42000,5,0,1,0,VENTURE,A,5400,6.03,0,0.13,0,3
4638,22,42000,,0,1,0,VENTURE,B,3500,9.91,0,0.08,0,2
4639,24,42000,3,0,1,0,EDUCATION,A,8675,7.51,0,0.21,0,4
4645,24,42000,6,0,1,0,MEDICAL,A,3125,8.9,0,0.07,0,3
4648,22,42000,7,0,1,0,DEBTCONSOLIDATION,B,9350,12.69,0,0.22,0,2
4649,24,42000,,0,1,0,VENTURE,A,8000,6.62,0,0.19,0,3
4654,22,42000,6,0,1,0,MEDICAL,A,3000,6.03,0,0.07,0,2
4659,25,42000,9,0,1,0,EDUCATION,A,9100,,0,0.22,0,3
4665,23,42000,7,0,1,0,EDUCATION,B,8000,10.99,0,0.19,0,4
4671,24,42000,4,0,1,0,HOMEIMPROVEMENT,A,12000,6.99,0,0.29,0,3
4673,24,42000,8,0,1,0,PERSONAL,B,1000,11.49,0,0.02,0,4
4674,26,36000,3,0,1,0,EDUCATION,B,11000,10.59,1,0.31,0,4
4685,23,36000,7,0,1,0,HOMEIMPROVEMENT,B,6725,11.49,1,0.19,0,2
4690,22,42000,6,0,1,0,EDUCATION,C,14750,12.99,0,0.35,0,4
4692,22,42000,5,0,1,0,VENTURE,A,5000,6.99,0,0.12,0,4
4693,26,36000,1,0,1,0,HOMEIMPROVEMENT,B,4500,10.59,1,0.13,0,2
4698,23,42000,7,0,1,0,VENTURE,A,8000,5.42,0,0.19,0,3
4706,24,42000,9,0,1,0,PERSONAL,A,11000,5.42,0,0.26,0,4
4707,24,42000,2,0,1,0,PERSONAL,A,10000,7.49,0,0.24,0,4
4715,24,42000,4,0,1,0,VENTURE,B,1200,11.49,0,0.03,0,3
4717,24,42000,8,0,1,0,HOMEIMPROVEMENT,D,2500,15.28,0,0.06,0,2
4724,23,42000,8,0,1,0,MEDICAL,B,7600,6,0,0.18,0,2
4725,22,42000,4,0,1,0,PERSONAL,A,7050,,0,0.17,0,4
4731,21,42000,1,0,1,0,DEBTCONSOLIDATION,A,2500,7.29,0,0.06,0,4
4734,24,42000,8,0,1,0,DEBTCONSOLIDATION,B,22250,11.11,0,0.53,0,3
4737,23,36000,7,0,1,0,HOMEIMPROVEMENT,A,10750,,1,0.3,0,3
4750,25,42000,9,0,1,0,HOMEIMPROVEMENT,B,3250,10,0,0.08,0,3
4753,21,36000,0,0,1,0,EDUCATION,A,14000,6.54,1,0.39,0,4
4758,25,42000,3,0,1,0,HOMEIMPROVEMENT,A,10000,5.42,0,0.24,0,2
4761,23,42000,2,0,1,0,VENTURE,A,1500,6.17,0,0.04,0,3
4767,25,42000,,0,1,0,VENTURE,B,3500,10.36,0,0.08,0,2
4769,23,42000,3,0,1,0,EDUCATION,A,11000,6.54,0,0.26,0,3
4774,22,36000,3,0,1,0,DEBTCONSOLIDATION,D,7000,14.84,1,0.19,0,3
4776,24,42000,6,0,1,0,VENTURE,B,9250,11.12,0,0.22,0,4
4783,24,42000,8,0,1,0,PERSONAL,B,12000,10.38,0,0.29,0,4
4785,24,42000,7,0,1,0,MEDICAL,C,4200,13.23,0,0.1,0,2
4786,24,36000,8,0,1,0,HOMEIMPROVEMENT,A,6000,7.14,1,0.17,0,4
4790,26,36000,2,0,1,0,HOMEIMPROVEMENT,B,6000,11.49,1,0.17,0,2
4792,23,42000,0,0,1,0,DEBTCONSOLIDATION,A,11000,7.88,0,0.26,0,2
4801,21,42000,3,0,1,0,EDUCATION,B,13750,11.36,0,0.33,0,4
4804,24,42000,3,0,1,0,MEDICAL,A,8500,7.51,0,0.2,0,4
4807,21,42000,6,0,1,0,EDUCATION,A,3500,7.51,0,0.08,0,2
4821,25,36000,6,0,1,0,MEDICAL,D,10000,,1,0.28,0,2
4822,23,42000,2,0,1,0,EDUCATION,B,5200,10.25,0,0.12,0,4
4829,25,42000,5,0,1,0,DEBTCONSOLIDATION,A,7000,8.59,0,0.17,0,3
4830,25,36000,2,0,1,0,DEBTCONSOLIDATION,C,13750,13.22,1,0.38,0,4
4831,26,42000,0,0,1,0,VENTURE,B,4500,11.48,0,0.11,0,3
4833,22,42000,6,0,1,0,MEDICAL,A,5000,8.94,0,0.12,0,2
4837,25,42000,2,0,1,0,PERSONAL,A,6000,8.94,0,0.14,0,2
4838,24,42000,2,0,1,0,HOMEIMPROVEMENT,A,7000,8.59,0,0.17,0,2
4849,23,42000,1,0,1,0,PERSONAL,C,5750,13.57,0,0.14,0,3
4854,26,42000,4,0,1,0,MEDICAL,B,15000,11.26,0,0.36,0,4
4861,22,42000,1,0,1,0,EDUCATION,A,13000,,0,0.31,0,4
4868,23,42000,3,0,1,0,EDUCATION,C,5400,11.78,0,0.13,0,4
4871,24,42000,2,0,1,0,PERSONAL,C,2000,11.28,0,0.05,0,2
4875,26,42000,11,0,1,0,EDUCATION,D,15075,12.92,0,0.36,0,2
4878,23,42048,7,0,1,0,EDUCATION,A,8500,7.74,0,0.2,0,3
4884,23,42179,1,0,1,0,EDUCATION,A,10000,5.42,0,0.24,0,4
4890,23,42240,3,0,1,0,EDUCATION,C,5500,12.73,0,0.13,0,3
4891,24,42252,3,0,1,0,PERSONAL,C,8000,12.84,0,0.19,0,2
4894,25,42348,9,0,1,0,DEBTCONSOLIDATION,A,8000,,0,0.19,0,2
4901,24,42500,5,0,1,0,PERSONAL,A,4800,7.51,0,0.11,0,2
4902,23,42500,7,0,1,0,EDUCATION,A,7500,8.49,0,0.18,0,3
4903,23,42500,2,0,1,0,EDUCATION,B,12600,,0,0.3,0,4
4904,25,42500,9,0,1,0,EDUCATION,A,2000,5.42,0,0.05,0,3
4905,24,42500,8,0,1,0,DEBTCONSOLIDATION,C,10000,13.8,0,0.24,0,2
4922,25,42504,9,0,1,0,MEDICAL,A,10000,7.29,0,0.24,0,2
4924,21,36588,5,0,1,0,DEBTCONSOLIDATION,D,1000,14.61,1,0.03,0,2
4932,23,42806,7,0,1,0,EDUCATION,A,1000,7.51,0,0.02,0,2
4942,25,42996,4,0,1,0,HOMEIMPROVEMENT,A,12000,6.17,0,0.28,0,4
4957,24,43000,8,0,1,0,DEBTCONSOLIDATION,A,9500,6.62,0,0.22,0,2
4958,23,43000,7,0,1,0,VENTURE,A,15600,,0,0.36,0,4
4962,21,43000,5,0,1,0,PERSONAL,A,7000,6.62,0,0.16,0,4
4964,22,43000,3,0,1,0,VENTURE,A,2600,,0,0.06,0,4
4965,22,43000,6,0,1,0,EDUCATION,B,9000,11.71,0,0.21,0,4
4968,24,43000,6,0,1,0,MEDICAL,B,6000,10.65,0,0.14,0,3
4971,26,43000,6,0,1,0,MEDICAL,B,15000,11.99,0,0.35,0,2
4977,23,43000,7,0,1,0,DEBTCONSOLIDATION,B,7200,10.59,0,0.17,0,3
4979,24,37000,8,0,1,0,HOMEIMPROVEMENT,B,10000,,1,0.27,0,2
4980,26,43000,9,0,1,0,PERSONAL,A,8800,5.42,0,0.2,0,3
4982,23,43000,3,0,1,0,VENTURE,D,3600,15.62,0,0.08,0,3
4990,22,43000,0,0,1,0,PERSONAL,B,6650,10.37,0,0.15,0,3
4995,24,43000,1,0,1,0,MEDICAL,A,7000,6.92,0,0.16,0,3
5000,22,43000,1,0,1,0,DEBTCONSOLIDATION,A,4000,7.88,0,0.09,0,4
5004,22,43000,0,0,1,0,EDUCATION,A,5000,7.14,0,0.12,0,2
5005,24,37000,7,0,1,0,DEBTCONSOLIDATION,A,6250,7.14,1,0.17,0,4
5007,22,43000,3,0,1,0,EDUCATION,A,2000,,0,0.05,0,3
5009,25,43000,5,0,1,0,DEBTCONSOLIDATION,A,10000,7.88,0,0.23,0,3
5012,22,43000,5,0,1,0,MEDICAL,B,7000,10.62,0,0.16,0,4
5013,24,43000,3,0,1,0,PERSONAL,A,11500,7.88,0,0.27,0,2
5014,24,43000,6,0,1,0,DEBTCONSOLIDATION,C,9250,13.11,0,0.22,0,2
5018,23,43000,3,0,1,0,DEBTCONSOLIDATION,A,9800,8.59,0,0.23,0,2
5035,23,43000,1,0,1,0,PERSONAL,A,9000,9.63,0,0.21,0,2
5041,21,43008,0,0,1,0,VENTURE,D,11200,15.31,0,0.26,0,3
5048,22,43200,1,0,1,0,PERSONAL,D,8400,16.77,0,0.19,0,4
5049,23,43200,5,0,1,0,VENTURE,B,10000,12.69,0,0.23,0,3
5052,24,43200,4,0,1,0,VENTURE,A,6350,7.49,0,0.15,0,4
5055,26,43200,11,0,1,0,VENTURE,C,6000,12.87,0,0.14,0,3
5058,23,37200,7,0,1,0,HOMEIMPROVEMENT,B,7000,10.59,1,0.19,0,2
5059,22,43200,,0,1,0,VENTURE,A,7975,7.49,0,0.18,0,2
5061,23,37200,7,0,1,0,DEBTCONSOLIDATION,A,4000,7.66,1,0.11,0,2
5068,21,37200,3,0,1,0,MEDICAL,A,16800,6.17,1,0.45,0,2
5069,22,43200,7,0,1,0,PERSONAL,A,11000,5.42,0,0.25,0,2
5074,24,37200,2,0,1,0,MEDICAL,A,8000,7.88,1,0.22,0,4
5076,22,43200,6,0,1,0,VENTURE,A,6000,7.51,0,0.14,0,3
5077,26,37200,10,0,1,0,DEBTCONSOLIDATION,C,16000,13.11,1,0.43,0,2
5082,26,43200,10,0,1,0,HOMEIMPROVEMENT,B,2500,9.88,0,0.06,0,4
5095,24,43300,2,0,1,0,DEBTCONSOLIDATION,B,24000,10.62,0,0.55,0,2
5102,25,43500,2,0,1,0,HOMEIMPROVEMENT,A,9000,9.63,0,0.21,0,4
5104,23,43600,4,0,1,0,EDUCATION,A,7000,7.49,0,0.16,0,4
5111,23,37700,7,0,1,0,DEBTCONSOLIDATION,A,10000,9.63,1,0.27,0,3
5112,25,37700,7,0,1,0,EDUCATION,B,9000,11.58,1,0.24,0,2
5115,25,43800,0,0,1,0,EDUCATION,B,13000,10.38,0,0.3,0,4
5117,26,37800,10,0,1,0,HOMEIMPROVEMENT,D,7000,14.96,1,0.19,0,4
5122,21,43971,5,0,1,0,PERSONAL,A,4600,5.42,0,0.1,0,4
5124,22,44000,4,0,1,0,EDUCATION,B,10000,12.69,0,0.23,0,2
5129,23,44000,4,0,1,0,EDUCATION,A,3200,7.51,0,0.07,0,4
5131,24,44000,,0,1,0,MEDICAL,A,4000,,0,0.09,0,3
5134,23,44000,2,0,1,0,VENTURE,C,4000,15.27,0,0.09,0,2
5135,25,44000,6,0,1,0,HOMEIMPROVEMENT,A,7000,6.03,0,0.16,0,3
5136,21,44000,2,0,1,0,DEBTCONSOLIDATION,A,12000,,0,0.27,0,2
5137,24,44000,4,0,1,0,PERSONAL,B,11200,10.99,0,0.25,0,4
5143,22,44000,2,0,1,0,PERSONAL,A,3500,5.99,0,0.08,0,2
5144,24,44000,7,0,1,0,PERSONAL,B,10000,9.99,0,0.23,0,3
5149,25,44000,2,0,1,0,VENTURE,D,12000,14.54,0,0.27,0,2
5150,26,44000,7,0,1,0,PERSONAL,E,10000,17.14,0,0.23,0,4
5152,25,44000,5,0,1,0,VENTURE,A,4000,5.79,0,0.09,0,4
5153,22,44000,5,0,1,0,DEBTCONSOLIDATION,A,7200,7.29,0,0.16,0,3
5154,24,44000,8,0,1,0,EDUCATION,A,2000,5.79,0,0.05,0,3
5157,23,44000,,0,1,0,MEDICAL,A,6000,5.42,0,0.14,0,4
5160,24,44000,8,0,1,0,DEBTCONSOLIDATION,A,10750,6.17,0,0.24,0,3
5161,26,44000,0,0,1,0,HOMEIMPROVEMENT,A,8475,6.91,0,0.19,0,4
5162,23,44000,0,0,1,0,MEDICAL,A,5500,6.17,0,0.13,0,4
5164,24,44000,,0,1,0,MEDICAL,A,3600,5.79,0,0.08,0,2
5170,24,38000,0,0,1,0,PERSONAL,D,2500,15.7,1,0.07,0,2
5176,25,44000,7,0,1,0,HOMEIMPROVEMENT,A,5000,7.4,0,0.11,0,3
5177,23,44000,2,0,1,0,VENTURE,A,2000,7.4,0,0.05,0,4
5182,25,44000,3,0,1,0,VENTURE,A,3600,9.32,0,0.08,0,2
5190,22,44000,1,0,1,0,DEBTCONSOLIDATION,B,18900,10.14,0,0.43,0,2
5192,22,38004,7,0,1,0,DEBTCONSOLIDATION,D,3600,17.27,1,0.09,0,4
5196,21,44004,5,0,1,0,VENTURE,B,7200,11.89,0,0.16,0,4
5201,22,44160,5,0,1,0,VENTURE,C,3000,14.79,0,0.07,0,3
5203,25,44196,8,0,1,0,HOMEIMPROVEMENT,A,4000,7.51,0,0.09,0,3
5205,24,44208,2,0,1,0,VENTURE,A,7000,7.51,0,0.16,0,3
5209,26,38340,7,0,1,0,PERSONAL,B,2500,12.18,1,0.07,0,4
5211,23,38400,2,0,1,0,DEBTCONSOLIDATION,D,15000,17.27,1,0.39,0,3
5214,25,44400,9,0,1,0,DEBTCONSOLIDATION,A,6000,6.03,0,0.14,0,2
5215,25,44400,6,0,1,0,VENTURE,C,14125,12.99,0,0.32,0,2
5218,23,44400,8,0,1,0,EDUCATION,C,2500,12.68,0,0.06,0,3
5219,26,44400,,0,1,0,VENTURE,C,6500,14.35,0,0.15,0,2
5220,23,44400,3,0,1,0,EDUCATION,A,6500,7.51,0,0.15,0,4
5227,26,44470,2,0,1,0,DEBTCONSOLIDATION,A,4000,6.76,0,0.09,0,2
5230,23,44496,2,0,1,0,VENTURE,A,3500,,0,0.08,0,4
5233,23,44500,4,0,1,0,EDUCATION,B,9250,9.62,0,0.21,0,3
5241,24,44582,8,0,1,0,PERSONAL,A,5600,7.49,0,0.13,0,2
5242,24,44600,5,0,1,0,MEDICAL,B,20000,11.89,0,0.45,0,4
5249,22,44720,6,0,1,0,PERSONAL,A,6000,7.9,0,0.13,0,2
5253,26,44959,2,0,1,0,PERSONAL,B,10000,11.71,0,0.22,0,2
5257,23,45000,4,0,1,0,EDUCATION,C,8650,14.27,0,0.19,0,2
5259,25,45000,3,0,1,0,EDUCATION,A,9000,6.62,0,0.2,0,3
5260,23,45000,4,0,1,0,DEBTCONSOLIDATION,B,10000,11.71,0,0.22,0,3
5269,22,45000,5,0,1,0,MEDICAL,B,6500,10.65,0,0.14,0,4
5271,23,45000,7,0,1,0,VENTURE,B,14550,11.71,0,0.32,0,4
5273,25,45000,9,0,1,0,EDUCATION,A,5000,,0,0.11,0,3
5276,25,45000,1,0,1,0,VENTURE,A,3000,6.62,0,0.07,0,2
5279,26,45000,4,0,1,0,PERSONAL,A,11000,8.9,0,0.24,0,3
5282,24,45000,8,0,1,0,VENTURE,A,6000,7.51,0,0.13,0,4
5296,24,45000,0,0,1,0,MEDICAL,B,3000,,0,0.07,0,3
5297,25,39000,5,0,1,0,PERSONAL,C,8500,14.65,1,0.22,0,4
5299,23,45000,6,0,1,0,MEDICAL,B,5600,11.71,0,0.12,0,3
5303,25,45000,5,0,1,0,PERSONAL,B,3800,10.65,0,0.08,0,2
5311,24,45000,2,0,1,0,VENTURE,A,9050,6.62,0,0.2,0,4
5314,24,45000,0,0,1,0,VENTURE,A,5000,6.62,0,0.11,0,3
5316,25,45000,9,0,1,0,HOMEIMPROVEMENT,A,6800,6.03,0,0.15,0,2
5317,22,45000,6,0,1,0,PERSONAL,A,5000,6.99,0,0.11,0,3
5318,26,45000,10,0,1,0,HOMEIMPROVEMENT,A,8000,6.99,0,0.18,0,2
5320,24,39000,,0,1,0,DEBTCONSOLIDATION,A,7000,7.49,1,0.18,0,3
5323,22,45000,6,0,1,0,VENTURE,A,5000,7.49,0,0.11,0,4
5326,25,45000,4,0,1,0,MEDICAL,A,5800,6.99,0,0.13,0,2
5330,22,45000,2,0,1,0,EDUCATION,D,8000,16.49,0,0.18,0,2
5331,23,45000,7,0,1,0,EDUCATION,B,14000,11.49,0,0.31,0,2
5337,23,45000,4,0,1,0,VENTURE,B,4725,11.99,0,0.1,0,2
5338,22,39000,,0,1,0,HOMEIMPROVEMENT,A,5500,5.99,1,0.14,0,4
5341,24,45000,6,0,1,0,HOMEIMPROVEMENT,A,4075,5.42,0,0.09,0,3
5347,25,45000,6,0,1,0,HOMEIMPROVEMENT,B,10000,9.99,0,0.22,0,4
5348,23,45000,8,0,1,0,VENTURE,B,13000,10.99,0,0.29,0,2
5349,24,39000,8,0,1,0,HOMEIMPROVEMENT,C,5000,,1,0.13,0,3
5350,23,45000,2,0,1,0,DEBTCONSOLIDATION,A,6000,7.49,0,0.13,0,3
5356,26,45000,6,0,1,0,VENTURE,A,5000,6.99,0,0.11,0,2
5360,25,45000,8,0,1,0,DEBTCONSOLIDATION,A,4000,6.62,0,0.09,0,4
5362,26,45000,9,0,1,0,VENTURE,D,10000,16.89,0,0.22,0,4
5366,21,45000,5,0,1,0,MEDICAL,B,3000,10.99,0,0.07,0,4
5370,26,45000,5,0,1,0,PERSONAL,A,14650,7.49,0,0.33,0,2
5374,24,45000,8,0,1,0,PERSONAL,A,4000,,0,0.09,0,2
5378,24,45000,2,0,1,0,PERSONAL,A,7200,7.29,0,0.16,0,4
5381,23,45000,7,0,1,0,DEBTCONSOLIDATION,A,7000,5.42,0,0.16,0,3
5383,21,45000,0,0,1,0,DEBTCONSOLIDATION,A,6250,5.42,0,0.14,0,3
5385,22,45000,3,0,1,0,EDUCATION,C,3000,,0,0.07,0,4
5389,25,45000,2,0,1,0,MEDICAL,A,3000,6.92,0,0.07,0,3
5394,24,45000,8,0,1,0,EDUCATION,A,5000,5.79,0,0.11,0,2
5396,24,45000,3,0,1,0,VENTURE,C,15000,13.06,0,0.33,0,3
5397,24,45000,8,0,1,0,MEDICAL,A,5000,5.79,0,0.11,0,3
5399,22,45000,0,0,1,0,MEDICAL,A,9125,5.79,0,0.2,0,3
5404,23,45000,2,0,1,0,EDUCATION,B,10000,11.11,0,0.22,0,3
5409,25,45000,9,0,1,0,HOMEIMPROVEMENT,B,3000,9.99,0,0.07,0,4
5410,25,45000,0,0,1,0,DEBTCONSOLIDATION,A,4325,6.91,0,0.1,0,3
5411,23,45000,0,0,1,0,DEBTCONSOLIDATION,A,1450,,0,0.03,0,2
5412,25,45000,9,0,1,0,DEBTCONSOLIDATION,B,4000,9.25,0,0.09,0,3
